Left,89,Right,19
Left,89,Right,19
Left,89,Right,19
Left,89,Right,23
Left,89,Right,23
Left,89,Right,28
Left,89,Right,28
Left,89,Right,33
Left,89,Right,33
Left,89,Right,43
Left,89,Right,43
Left,89,Right,53
Left,89,Right,58
Left,94,Right,63
Left,89,Right,67
Left,94,Right,77
Left,94,Right,87
Left,89,Right,102
Left,94,Right,106
Left,94,Right,116
Left,94,Right,126
Left,99,Right,131
Left,99,Right,136
Left,99,Right,141
Left,99,Right,146
Left,99,Right,146
Left,99,Right,150
Left,99,Right,150
Left,99,Right,155
Left,99,Right,229
Left,104,Right,155
Left,99,Right,155
Left,104,Right,155
Left,104,Right,155
Left,104,Right,155
Left,99,Right,155
Left,99,Right,155
Left,104,Right,150
Left,104,Right,150
Left,104,Right,150
Left,104,Right,224
Left,104,Right,146
Left,99,Right,141
Left,99,Right,136
Left,99,Right,131
Left,99,Right,121
Left,94,Right,116
Left,94,Right,106
Left,94,Right,92
Left,89,Right,82
Left,89,Right,67
Left,84,Right,58
Left,79,Right,43
Left,74,Right,33
Left,69,Right,23
Left,64,Right,9
Left,50,Right,1
Left,40,Right,11
Left,35,Right,21
Left,21,Right,35
Left,1,Right,45
Left,14,Right,50
Left,23,Right,55
Left,33,Right,60
Left,43,Right,60
Left,63,Right,64
Left,77,Right,69
Left,92,Right,69
Left,97,Right,69
Left,102,Right,77
Left,106,Right,74
Left,116,Right,74
Left,121,Right,74
Left,126,Right,74
Left,126,Right,72
Left,126,Right,79
Left,131,Right,79
Left,131,Right,84
Left,136,Right,84
Left,136,Right,84
Left,136,Right,89
Left,136,Right,84
Left,136,Right,89
Left,136,Right,89
Left,136,Right,89
Left,136,Right,89
Left,136,Right,89
Left,136,Right,89
Left,141,Right,89
Left,141,Right,94
Left,141,Right,94
Left,141,Right,58
Left,141,Right,94
Left,141,Right,94
Left,141,Right,94
Left,141,Right,94
Left,141,Right,58
Left,141,Right,99
Left,141,Right,58
Left,136,Right,94
Left,136,Right,63
Left,131,Right,89
Left,126,Right,89
Left,121,Right,89
Left,111,Right,89
Left,102,Right,67
Left,92,Right,79
Left,77,Right,79
Left,58,Right,74
Left,43,Right,74
Left,28,Right,77
Left,19,Right,69
Left,4,Right,64
Left,11,Right,60
Left,25,Right,50
Left,40,Right,35
Left,50,Right,25
Left,55,Right,16
Left,60,Right,121
Left,60,Right,9
Left,64,Right,28
Left,64,Right,43
Left,64,Right,58
Left,69,Right,72
Left,69,Right,87
Left,69,Right,97
Left,74,Right,111
Left,74,Right,121
Left,74,Right,131
Left,74,Right,214
Left,79,Right,141
Left,79,Right,146
Left,79,Right,224
Left,79,Right,150
Left,84,Right,155
Left,89,Right,155
Left,89,Right,155
Left,89,Right,155
Left,84,Right,155
Left,89,Right,155
Left,89,Right,155
Left,94,Right,155
Left,94,Right,155
Left,94,Right,150
Left,94,Right,150
Left,94,Right,150
Left,94,Right,150
Left,99,Right,150
Left,94,Right,150
Left,94,Right,150
Left,94,Right,224
Left,99,Right,150
Left,99,Right,150
Left,99,Right,150
Left,99,Right,150
Left,94,Right,150
